,title,population,visiting_status,datetime_of_data,full_address,bop_region,county,judicial_district,gender,zip_code
2866,USP LEWISBURG,951,Not Suspended,2023-11-28 10:31:26 PST,"2400 ROBERT F. MILLER DRIVE, LEWISBURG, PA 17837",Northeast Region,UNION,Middle Pennsylvania,Male,17837
2867,FMC LEXINGTON,1296,Not Suspended,2023-11-28 10:31:42 PST,"3301 LEESTOWN ROAD, LEXINGTON, KY 40511",Mid-Atlantic Region,Fayette,Eastern Kentucky,Male and Female,40511
2868,FCI LOMPOC,866,Not Suspended,2023-11-28 10:31:58 PST,"3600 GUARD ROAD, LOMPOC, CA 93436",Western Region,SANTA BARBARA,Central California,Male,93436
2869,USP LOMPOC,2153,Suspended,2023-11-28 10:32:14 PST,"3901 KLEIN BLVD, LOMPOC, CA 93436",Western Region,SANTA BARBARA,Central California,Male,93436
2870,FCI LORETTO,823,Not Suspended,2023-11-28 10:32:29 PST,"772 SAINT JOSEPH ST., LORETTO, PA 15940",Northeast Region,CAMBRIA,Western Pennsylvania,Male,15940
2871,MDC LOS ANGELES,634,Not Suspended,2023-11-28 10:32:45 PST,"535 N ALAMEDA STREET, LOS ANGELES, CA 90012",Western Region,Los Angeles,Central California,Male and Female,90012
2872,FCI MANCHESTER,1083,Not Suspended,2023-11-28 10:33:00 PST,"805 FOX HOLLOW ROAD, MANCHESTER, KY 40962",Mid-Atlantic Region,Clay,Eastern Kentucky,Male,40962
2873,FCI MARIANNA,1217,Not Suspended,2023-11-28 10:33:16 PST,"3625 FCI ROAD, MARIANNA, FL 32446",Southeast Region,Jackson,Northern Florida,Male and Female,32446
2874,USP MARION,1318,Not Suspended,2023-11-28 10:33:31 PST,"4500 PRISON ROAD, MARION, IL 62959",North Central Region,Williamson,Southern Illinois,Male,62959
2875,USP MCCREARY,1620,Not Suspended,2023-11-28 10:33:48 PST,"330 FEDERAL WAY, PINE KNOT, KY 42635",Mid-Atlantic Region,McCreary,Eastern Kentucky,Male,42635
2876,FCI MCDOWELL,1558,Not Suspended,2023-11-28 10:34:03 PST,"101 FEDERAL DRIVE, WELCH, WV 24801",Mid-Atlantic Region,MCDOWELL,Southern West Virginia,Male,24801
2877,FCI MCKEAN,1132,Not Suspended,2023-11-28 10:34:18 PST,"6975 ROUTE 59, LEWIS RUN, PA 16738",Northeast Region,MCKEAN,Western Pennsylvania,Male,16738
2878,FCI MEMPHIS,1098,Not Suspended,2023-11-28 10:34:34 PST,"1101 JOHN A DENIE ROAD, MEMPHIS, TN 38134",Mid-Atlantic Region,SHELBY,Western Tennessee,Male,38134
2879,FCI MENDOTA,1129,Suspended,2023-11-28 10:34:49 PST,"33500 WEST CALIFORNIA AVENUE, MENDOTA, CA 93640",Western Region,FRESNO,Eastern District of California,Male,93640
2880,FCI MIAMI,967,Not Suspended,2023-11-28 10:35:07 PST,"15801 S.W. 137TH AVENUE, MIAMI, FL 33177",Southeast Region,Miami-Dade,Southern Florida,Male,33177
2881,FDC MIAMI,955,Not Suspended,2023-11-28 10:35:23 PST,"33 NE 4TH STREET, MIAMI, FL 33132",Southeast Region,Miami-Dade,Southern Florida,Male and Female,33132
2882,FCI MILAN,1559,Not Suspended,2023-11-28 10:35:38 PST,"4004 EAST ARKONA ROAD, MILAN, MI 48160",North Central Region,WASHTENAW,Eastern Michigan,Male,48160
2883,FPC MONTGOMERY,569,Not Suspended,2023-11-28 10:35:54 PST,"MAXWELL AIR FORCE BASE, MONTGOMERY, AL 36112",Southeast Region,MONTGOMERY,Middle Alabama,Male,36112
2884,FCI MORGANTOWN,453,Not Suspended,2023-11-28 10:36:09 PST,"446 GREENBAG ROAD, ROUTE 857, MORGANTOWN, WV 26501",Mid-Atlantic Region,Monongalia,Northern West Virginia,Male,26501
2885,MCC NEW YORK,0,Suspended,2023-11-28 10:36:25 PST,"150 PARK ROW, NEW YORK, NY 10007",Northeast Region,New York,Southern New York,Male,10007
2886,FCI OAKDALE II,1169,Not Suspended,2023-11-28 10:36:40 PST,"2105 EAST WHATLEY ROAD, OAKDALE, LA 71463",South Central Region,ALLEN,Western Louisiana,Male,71463
2887,FCI OAKDALE I,806,Not Suspended,2023-11-28 10:36:57 PST,"1507 EAST WHATLEY ROAD, OAKDALE, LA 71463",South Central Region,ALLEN,Western Louisiana,Male,71463
2888,FTC OKLAHOMA CITY,1342,Not Suspended,2023-11-28 10:37:12 PST,"7410 S. MACARTHUR BLVD, OKLAHOMA CITY, OK 73169",South Central Region,OKLAHOMA,Western Oklahoma,Male and Female,73169
2889,FCI OTISVILLE,1058,Not Suspended,2023-11-28 10:37:27 PST,"TWO MILE DRIVE, OTISVILLE, NY 10963",Northeast Region,ORANGE,Southern New York,Male,10963
2890,FCI OXFORD,1010,Not Suspended,2023-11-28 10:37:43 PST,"COUNTY ROAD G & ELK AVENUE, OXFORD, WI 53952",North Central Region,ADAMS,Western Wisconsin,Male,53952
2891,FCI PEKIN,1285,Not Suspended,2023-11-28 10:37:58 PST,"2600 S. SECOND ST., PEKIN, IL 61554",North Central Region,TAZEWELL,Central Illinois,Male and Female,61554
2892,FPC PENSACOLA,482,Not Suspended,2023-11-28 10:38:14 PST,"110 RABY AVE, PENSACOLA, FL 32509",Southeast Region,ESCAMBIA,Northern Florida,Male,32509
2893,FCI PETERSBURG MEDIUM,1668,Suspended,2023-11-28 10:38:29 PST,"1060 RIVER ROAD, HOPEWELL, VA 23860",Mid-Atlantic Region,Hopewell City,Eastern Virginia,Male,23860
2894,FCI PETERSBURG LOW,691,Not Suspended,2023-11-28 10:38:47 PST,"1100 RIVER ROAD, HOPEWELL, VA 23860",Mid-Atlantic Region,Hopewell City,Eastern Virginia,Male,23860
2895,FDC PHILADELPHIA,1042,Not Suspended,2023-11-28 10:39:03 PST,"700 ARCH STREET, PHILADELPHIA, PA 19106",Northeast Region,Philadelphia,Eastern Pennsylvania,Male and Female,19106
2896,FCI PHOENIX,1214,Not Suspended,2023-11-28 10:39:19 PST,"37900 N 45TH AVE, PHOENIX, AZ 85086",Western Region,Maricopa,Arizona,Male and Female,85086
2897,FCI POLLOCK,1539,Not Suspended,2023-11-28 10:39:34 PST,"1000 AIRBASE ROAD, POLLOCK, LA 71467",South Central Region,GRANT,Western Louisiana,Male,71467
2898,USP POLLOCK,1056,Not Suspended,2023-11-28 10:39:50 PST,"1000 AIRBASE ROAD, POLLOCK, LA 71467",South Central Region,Grant,Western Louisiana,Male,71467
2899,FCI RAY BROOK,695,Not Suspended,2023-11-28 10:40:05 PST,"128 RAY BROOK ROAD, RAY BROOK, NY 12977",Northeast Region,Essex,Northern New York,Male,12977
2900,FMC ROCHESTER,584,Not Suspended,2023-11-28 10:40:20 PST,"2110 EAST CENTER STREET, ROCHESTER, MN 55904",North Central Region,OLMSTED,Minnesota,Male,55904
2901,FCI SAFFORD,638,Not Suspended,2023-11-28 10:40:36 PST,"1529 WEST HIGHWAY 366, SAFFORD, AZ 85546",Western Region,Graham,Arizona,Male,85546
2902,MCC SAN DIEGO,639,Not Suspended,2023-11-28 10:40:51 PST,"808 UNION STREET, SAN DIEGO, CA 92101",Western Region,San Diego,Southern California,Male and Female,92101
2903,FCI SANDSTONE,1127,Suspended,2023-11-28 10:41:07 PST,"2300 COUNTY RD 29, SANDSTONE, MN 55072",North Central Region,Pine,Minnesota,Male,55072
2904,FCI SCHUYLKILL,1016,Not Suspended,2023-11-28 10:41:22 PST,"INTERSTATE 81 & 901 W, MINERSVILLE, PA 17954",Northeast Region,SCHUYLKILL,Middle Pennsylvania,Male,17954
2905,FCI SEAGOVILLE,1727,Not Suspended,2023-11-28 10:41:40 PST,"2113 NORTH HWY 175, SEAGOVILLE, TX 75159",South Central Region,Dallas,Northern Texas,Male,75159
2906,FDC SEATAC,753,Not Suspended,2023-11-28 10:41:56 PST,"2425 SOUTH 200TH STREET, SEATTLE, WA 98198",Western Region,King,Western Washington,Male and Female,98198
2907,FCI SHERIDAN,1637,Not Suspended,2023-11-28 10:42:13 PST,"27072 BALLSTON ROAD, SHERIDAN, OR 97378",Western Region,YAMHILL,Oregon,Male,97378
2908,MCFP SPRINGFIELD,954,Not Suspended,2023-11-28 10:42:29 PST,"1900 W. SUNSHINE ST, SPRINGFIELD, MO 65807",North Central Region,GREENE,Western Missouri,Male,65807
2909,FCI TALLADEGA,1128,Not Suspended,2023-11-28 10:42:44 PST,"565 EAST RENFROE ROAD, TALLADEGA, AL 35160",Southeast Region,Talladega,Northern Alabama,Male,35160
2910,FCI TALLAHASSEE,921,Not Suspended,2023-11-28 10:43:02 PST,"501 CAPITAL CIRCLE, NE, TALLAHASSEE, FL 32301",Southeast Region,Leon,Northern Florida,Male and Female,32301
2911,FCI TERMINAL ISLAND,931,Not Suspended,2023-11-28 10:43:18 PST,"1299 SEASIDE AVENUE, SAN PEDRO, CA 90731",Western Region,LOS ANGELES,Central California,Male,90731
2912,FCI TERRE HAUTE,1470,Not Suspended,2023-11-28 10:43:35 PST,"4200 BUREAU ROAD NORTH, TERRE HAUTE, IN 47808",North Central Region,VIGO,Southern Indiana,Male,47808
2913,USP TERRE HAUTE,1145,Not Suspended,2023-11-28 10:43:51 PST,"4700 BUREAU ROAD SOUTH, TERRE HAUTE, IN 47802",North Central Region,VIGO,Southern Indiana,Male,47802
2914,FCI TEXARKANA,1217,Not Suspended,2023-11-28 10:44:06 PST,"4001 LEOPARD DRIVE, TEXARKANA, TX 75501",South Central Region,Bowie,Eastern Texas,Male,75501
2915,USP THOMSON,1543,Not Suspended,2023-11-28 10:44:21 PST,"1100 ONE MILE ROAD, THOMSON, IL 61285",North Central Region,CARROLL,Northern District of Illinois,Male,61285
2916,FCI THREE RIVERS,1310,Suspended,2023-11-28 10:44:39 PST,"US HIGHWAY 72 WEST, THREE RIVERS, TX 78071",South Central Region,Live Oak,Southern Texas,Male,78071
2917,FCI TUCSON,392,Suspended,2023-11-28 10:44:55 PST,"8901 S. WILMOT ROAD, TUCSON, AZ 85756",Western Region,PIMA,Arizona,Male and Female,85756
2918,USP TUCSON,1395,Suspended,2023-11-28 10:45:12 PST,"9300 SOUTH WILMOT ROAD, TUCSON, AZ 85756",Western Region,PIMA,Arizona,Male,85756
2919,FCI VICTORVILLE MEDIUM I,1672,Not Suspended,2023-11-28 10:45:27 PST,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Western Region,SAN BERNARDINO,Central California,Male and Female,92394
2920,FCI VICTORVILLE MEDIUM II,1360,Not Suspended,2023-11-28 10:45:45 PST,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Western Region,SAN BERNARDINO,Central California,Male,92394
2921,USP VICTORVILLE,1275,Not Suspended,2023-11-28 10:46:01 PST,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Western Region,San Bernardino,Central California,Male,92394
2922,FCI WASECA,722,Not Suspended,2023-11-28 10:46:18 PST,"1000 UNIVERSITY DR, SW, WASECA, MN 56093",North Central Region,Waseca,Minnesota,Female,56093
2923,FCI WILLIAMSBURG,1360,Not Suspended,2023-11-28 10:46:34 PST,"8301 HIGHWAY 521, SALTERS, SC 29590",Southeast Region,Williamsburg,South Carolina,Male,29590
2924,FPC YANKTON,432,Not Suspended,2023-11-28 10:46:50 PST,"1016 DOUGLAS AVENUE, YANKTON, SD 57078",North Central Region,Yankton,South Dakota,Male,57078
2925,FCI YAZOO CITY MEDIUM,1422,Not Suspended,2023-11-28 10:47:05 PST,"2225 HALEY BARBOUR PARKWAY, YAZOO CITY, MS 39194",Southeast Region,YAZOO,Southern Mississippi,Male,39194
2926,FCI YAZOO CITY LOW,1462,Not Suspended,2023-11-28 10:47:21 PST,"2225 HALEY BARBOUR PARKWAY, YAZOO CITY, MS 39194",Southeast Region,YAZOO,Southern Mississippi,Male,39194
2927,USP YAZOO CITY,1514,Not Suspended,2023-11-28 10:47:36 PST,"2225 HALEY BARBOUR PKWY, YAZOO CITY, MS 39194",Southeast Region,YAZOO,Southern Mississippi,Male,39194
2928,FPC ALDERSON,728,Not Suspended,2023-11-22 09:46:54 PST,"GLEN RAY RD. BOX A, ALDERSON, WV 24910",Mid-Atlantic Region,GREENBRIER,Southern West Virginia,Female,24910
2929,FCI ALICEVILLE,1640,Not Suspended,2023-11-22 09:47:10 PST,"11070 HIGHWAY 14, ALICEVILLE, AL 35442",Southeast Region,PICKENS,Northern District of Alabama,Female,35442
2930,FCI ALLENWOOD LOW,1038,Not Suspended,2023-11-22 09:47:26 PST,"RT 15,2 MILES N OF ALLENWOOD, ALLENWOOD, PA 17810",Northeast Region,UNION,Middle Pennsylvania,Male,17810
2931,FCI ALLENWOOD MEDIUM,1277,Not Suspended,2023-11-22 09:47:41 PST,"RT 15, 2 MI N OF ALLENWOOD, WHITE DEER, PA 17810",Northeast Region,Union,Middle Pennsylvania,Male,17810
2932,USP ALLENWOOD,313,Not Suspended,2023-11-22 09:47:56 PST,"RT 15,2 MILES N OF ALLENWOOD, ALLENWOOD, PA 17810",Northeast Region,Union,Middle Pennsylvania,Male,17810
2933,FCI ASHLAND,1322,Not Suspended,2023-11-22 09:48:12 PST,"ST. ROUTE 716, ASHLAND, KY 41105",Mid-Atlantic Region,BOYD,Eastern Kentucky,Male,41105
2934,USP ATLANTA,1850,Not Suspended,2023-11-22 09:48:27 PST,"601 MCDONOUGH BLVD SE, ATLANTA, GA 30315",Southeast Region,FULTON,Northern Georgia,Male,30315
2935,USP ATWATER,1138,Not Suspended,2023-11-22 09:48:43 PST,"1 FEDERAL WAY, ATWATER, CA 95301",Western Region,MERCED,Eastern California,Male,95301
2936,FCI BASTROP,1125,Not Suspended,2023-11-22 09:48:58 PST,"1341 HIGHWAY 95 NORTH, BASTROP, TX 78602",South Central Region,Bastrop,Western Texas,Male,78602
2937,FCI BEAUMONT LOW,2048,Not Suspended,2023-11-22 09:49:14 PST,"5560 KNAUTH ROAD, BEAUMONT, TX 77705",South Central Region,Jefferson,Eastern Texas,Male,77705
2938,FCI BEAUMONT MEDIUM,1674,Not Suspended,2023-11-22 09:49:29 PST,"5830 KNAUTH ROAD, BEAUMONT, TX 77705",South Central Region,Jefferson,Eastern Texas,Male,77705
2939,USP BEAUMONT,1036,Not Suspended,2023-11-22 09:49:45 PST,"6200 KNAUTH ROAD, BEAUMONT, TX 77705",South Central Region,Jefferson,Eastern Texas,Male,77705
2940,FCI BECKLEY,1675,Not Suspended,2023-11-22 09:50:00 PST,"1600 INDUSTRIAL ROAD, BEAVER, WV 25813",Mid-Atlantic Region,Raleigh,Southern West Virginia,Male,25813
2941,FCI BENNETTSVILLE,1607,Not Suspended,2023-11-22 09:50:15 PST,"696 MUCKERMAN ROAD, BENNETTSVILLE, SC 29512",Southeast Region,Marlboro,South Carolina,Male,29512
2942,FCI BERLIN,776,Not Suspended,2023-11-22 09:50:31 PST,"1 SUCCESS LOOP ROAD, BERLIN, NH 03570",Northeast Region,COOS COUNTY,District of New Hampshire,Male,03570
2943,USP BIG SANDY,1386,Not Suspended,2023-11-22 09:50:46 PST,"1197 AIRPORT ROAD, INEZ, KY 41224",Mid-Atlantic Region,Martin,Eastern Kentucky,Male,41224
2944,FCI BIG SPRING,1091,Not Suspended,2023-11-22 09:51:02 PST,"1900 SIMLER AVE, BIG SPRING, TX 79720",South Central Region,HOWARD,Northern Texas,Male,79720
2945,MDC BROOKLYN,1616,Not Suspended,2023-11-22 09:51:17 PST,"80 29TH STREET, BROOKLYN, NY 11232",Northeast Region,KINGS,Eastern New York,Male and Female,11232
2946,FPC BRYAN,687,Not Suspended,2023-11-22 09:51:33 PST,"1100 URSULINE AVENUE, BRYAN, TX 77803",South Central Region,BRAZOS,Southern Texas,Female,77803
2947,FCI BUTNER MEDIUM II,1457,Not Suspended,2023-11-22 09:51:48 PST,"OLD NC HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,GRANVILLE,Eastern North Carolina,Male,27509
2948,FCI BUTNER LOW,954,Not Suspended,2023-11-22 09:52:03 PST,"OLD NC HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,GRANVILLE,Eastern North Carolina,Male,27509
2949,FCI BUTNER MEDIUM I,874,Not Suspended,2023-11-22 09:52:19 PST,"OLD NC HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,GRANVILLE,Eastern North Carolina,Male,27509
2950,FMC BUTNER,842,Not Suspended,2023-11-22 09:52:34 PST,"OLD N. CAROLINA HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,Granville,Eastern North Carolina,Male,27509
2951,USP CANAAN,1283,Suspended,2023-11-22 09:52:50 PST,"3057 ERIC J. WILLIAMS, WAYMART, PA 18472",Northeast Region,WAYNE,Middle Pennsylvania,Male,18472
2952,FMC CARSWELL,967,Not Suspended,2023-11-22 09:53:06 PST,"NAVAL AIR STATION, FORT WORTH, TX 76127",South Central Region,TARRANT,Northern Texas,Female,76127
2953,MCC CHICAGO,503,Not Suspended,2023-11-22 09:53:21 PST,"71 WEST VAN BUREN STREET, CHICAGO, IL 60605",North Central Region,COOK,Northern Illinois,Male and Female,60605
2954,FCI COLEMAN LOW,2038,Suspended,2023-11-22 09:53:37 PST,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male,33521
2955,FCI COLEMAN MEDIUM,1568,Not Suspended,2023-11-22 09:53:52 PST,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male,33521
2956,USP COLEMAN II,1197,Suspended,2023-11-22 09:54:07 PST,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male,33521
2957,USP COLEMAN I,1406,Suspended,2023-11-22 09:54:23 PST,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male,33521
2958,FCI CUMBERLAND,994,Not Suspended,2023-11-22 09:54:39 PST,"14601 BURBRIDGE RD SE, CUMBERLAND, MD 21502",Mid-Atlantic Region,Allegany,Maryland,Male,21502
2959,FCI DANBURY,940,Not Suspended,2023-11-22 09:54:54 PST,"33 1/2 PEMBROKE STATION, DANBURY, CT 06811",Northeast Region,FAIRFIELD,Connecticut,Male and Female,06811
2960,FMC DEVENS,911,Not Suspended,2023-11-22 09:55:09 PST,"42 PATTON ROAD, AYER, MA 01432",Northeast Region,MIDDLESEX,Massachusetts,Male,01432
2961,FCI DUBLIN,711,Not Suspended,2023-11-22 09:55:25 PST,"5701 8TH ST - CAMP PARKS, DUBLIN, CA 94568",Western Region,Alameda,Northern California,Female,94568
2962,FPC DULUTH,430,Not Suspended,2023-11-22 09:55:40 PST,"4464 RALSTON DRIVE, DULUTH, MN 55811",North Central Region,SAINT LOUIS,Minnesota,Male,55811
2963,FCI EDGEFIELD,2003,Not Suspended,2023-11-22 09:55:55 PST,"501 GARY HILL ROAD, EDGEFIELD, SC 29824",Southeast Region,Edgefield,South Carolina,Male,29824
2964,FCI EL RENO,1245,Not Suspended,2023-11-22 09:56:11 PST,"4205 HIGHWAY 66 WEST, EL RENO, OK 73036",South Central Region,CANADIAN,Western Oklahoma,Male,73036
2965,FCI ELKTON,1954,Not Suspended,2023-11-22 09:56:27 PST,"8730 SCROGGS ROAD, LISBON, OH 44432",Northeast Region,COLUMBIANA,Northern Ohio,Male,44432
2966,FCI ENGLEWOOD,910,Not Suspended,2023-11-22 09:56:42 PST,"9595 WEST QUINCY AVENUE, LITTLETON, CO 80123",North Central Region,JEFFERSON,Colorado,Male,80123
2967,FCI ESTILL,53,Not Suspended,2023-11-22 09:56:57 PST,"100 PRISON ROAD, ESTILL, SC 29918",Southeast Region,HAMPTON,South Carolina,Male,29918
2968,FCI FAIRTON,826,Not Suspended,2023-11-22 09:57:13 PST,"655 FAIRTON-MILLVILLE ROAD, FAIRTON, NJ 08320",Northeast Region,Cumberland,New Jersey,Male,08320
2969,FCI FLORENCE,1293,Not Suspended,2023-11-22 09:57:28 PST,"5880 HWY 67 SOUTH, FLORENCE, CO 81226",North Central Region,Fremont,Colorado,Male,81226
2970,USP FLORENCE ADMAX,332,Not Suspended,2023-11-22 09:57:44 PST,"5880 HWY 67 SOUTH, FLORENCE, CO 81226",North Central Region,Fremont,Colorado,Male,81226
2971,USP FLORENCE - HIGH,954,Suspended,2023-11-22 09:58:00 PST,"5880 HWY 67 S, FLORENCE, CO 81226",North Central Region,Fremont,Colorado,Male,81226
2972,FCI FORREST CITY MEDIUM,1690,Suspended,2023-11-22 09:58:15 PST,"1400 DALE BUMPERS ROAD, FORREST CITY, AR 72335",South Central Region,SAINT FRANCIS,Eastern Arkansas,Male,72335
2973,FCI FORREST CITY LOW,1777,Suspended,2023-11-22 09:58:30 PST,"1400 DALE BUMPERS ROAD, FORREST CITY, AR 72335",South Central Region,SAINT FRANCIS,Eastern Arkansas,Male,72335
2974,FCI FORT DIX,3779,Not Suspended,2023-11-22 09:58:46 PST,"5756 HARTFORD &, JOINT BASE MDL, NJ 08640",Northeast Region,BURLINGTON,New Jersey,Male,08640
2975,FMC FORT WORTH,1483,Not Suspended,2023-11-22 09:59:01 PST,"3150 HORTON ROAD, FORT WORTH, TX 76119",South Central Region,Tarrant,Northern Texas,Male,76119
2976,FCI GILMER,1673,Not Suspended,2023-11-22 09:59:17 PST,"201 FCI LANE, GLENVILLE, WV 26351",Mid-Atlantic Region,GILMER,Northern West Virginia,Male,26351
2977,FCI GREENVILLE,1232,Not Suspended,2023-11-22 09:59:32 PST,"100 U.S. HWY 40, GREENVILLE, IL 62246",North Central Region,Bond,Southern Illinois,Male and Female,62246
2978,MDC GUAYNABO,1184,Suspended,2023-11-22 09:59:48 PST,"652 CARRETERA 28, GUAYNABO, PR 00965",Southeast Region,GUAYNABO,"Puerto Rico, U.S. Virgin Islands",Male and Female,00965
2979,FCI HAZELTON,2035,Not Suspended,2023-11-22 10:00:03 PST,"1640 SKY VIEW DRIVE, BRUCETON MILLS, WV 26525",Mid-Atlantic Region,PRESTON,Northern District of West Virginia,Male and Female,26525
2980,USP HAZELTON,1588,Not Suspended,2023-11-22 10:00:19 PST,"1640 SKY VIEW DRIVE, BRUCETON MILLS, WV 26525",Mid-Atlantic Region,PRESTON,Northern District of West Virginia,Male,26525
2981,FCI HERLONG,1485,Suspended,2023-11-22 10:00:34 PST,"741-925 ACCESS ROAD A-25, HERLONG, CA 96113",Western Region,Lassen,Eastern California,Male,96113
2982,FDC HONOLULU,290,Not Suspended,2023-11-22 10:00:50 PST,"351 ELLIOTT ST, HONOLULU, HI 96819",Western Region,Honolulu,Hawaii,Male and Female,96819
2983,FDC HOUSTON,757,Not Suspended,2023-11-22 10:01:05 PST,"1200 TEXAS AVENUE, HOUSTON, TX 77002",South Central Region,Harris,Southern Texas,Male and Female,77002
2984,FCI JESUP,1636,Not Suspended,2023-11-22 10:01:21 PST,"2600 HIGHWAY 301 SOUTH, JESUP, GA 31599",Southeast Region,,Southern Georgia,Male,31599
2985,FCI LA TUNA,793,Not Suspended,2023-11-22 10:01:36 PST,"8500 DONIPHAN ROAD, ANTHONY, TX 79821",South Central Region,EL PASO,Western Texas,Male,79821
2986,USP LEAVENWORTH,1983,Not Suspended,2023-11-22 10:01:52 PST,"1300 METROPOLITAN, LEAVENWORTH, KS 66048",North Central Region,Leavenworth,Kansas,Male,66048
2987,USP LEE,1525,Not Suspended,2023-11-22 10:02:08 PST,"LEE COUNTY INDUSTRIAL PARK, PENNINGTON GAP, VA 24277",Mid-Atlantic Region,Lee,Western Virginia,Male,24277
2988,USP LEWISBURG,1000,Not Suspended,2023-11-22 10:02:24 PST,"2400 ROBERT F. MILLER DRIVE, LEWISBURG, PA 17837",Northeast Region,UNION,Middle Pennsylvania,Male,17837
2989,FMC LEXINGTON,1294,Not Suspended,2023-11-22 10:02:40 PST,"3301 LEESTOWN ROAD, LEXINGTON, KY 40511",Mid-Atlantic Region,Fayette,Eastern Kentucky,Male and Female,40511
2990,FCI LOMPOC,878,Not Suspended,2023-11-22 10:02:55 PST,"3600 GUARD ROAD, LOMPOC, CA 93436",Western Region,SANTA BARBARA,Central California,Male,93436
2991,USP LOMPOC,2157,Suspended,2023-11-22 10:03:11 PST,"3901 KLEIN BLVD, LOMPOC, CA 93436",Western Region,SANTA BARBARA,Central California,Male,93436
2992,FCI LORETTO,817,Not Suspended,2023-11-22 10:03:27 PST,"772 SAINT JOSEPH ST., LORETTO, PA 15940",Northeast Region,CAMBRIA,Western Pennsylvania,Male,15940
2993,MDC LOS ANGELES,632,Not Suspended,2023-11-22 10:03:42 PST,"535 N ALAMEDA STREET, LOS ANGELES, CA 90012",Western Region,Los Angeles,Central California,Male and Female,90012
2994,FCI MANCHESTER,1090,Not Suspended,2023-11-22 10:03:58 PST,"805 FOX HOLLOW ROAD, MANCHESTER, KY 40962",Mid-Atlantic Region,Clay,Eastern Kentucky,Male,40962
2995,FCI MARIANNA,1206,Not Suspended,2023-11-22 10:04:13 PST,"3625 FCI ROAD, MARIANNA, FL 32446",Southeast Region,Jackson,Northern Florida,Male and Female,32446
2996,USP MARION,1312,Not Suspended,2023-11-22 10:04:29 PST,"4500 PRISON ROAD, MARION, IL 62959",North Central Region,Williamson,Southern Illinois,Male,62959
2997,USP MCCREARY,1625,Not Suspended,2023-11-22 10:04:44 PST,"330 FEDERAL WAY, PINE KNOT, KY 42635",Mid-Atlantic Region,McCreary,Eastern Kentucky,Male,42635
2998,FCI MCDOWELL,1559,Not Suspended,2023-11-22 10:05:01 PST,"101 FEDERAL DRIVE, WELCH, WV 24801",Mid-Atlantic Region,MCDOWELL,Southern West Virginia,Male,24801
2999,FCI MCKEAN,1114,Not Suspended,2023-11-22 10:05:16 PST,"6975 ROUTE 59, LEWIS RUN, PA 16738",Northeast Region,MCKEAN,Western Pennsylvania,Male,16738
3000,FCI MEMPHIS,1095,Not Suspended,2023-11-22 10:05:32 PST,"1101 JOHN A DENIE ROAD, MEMPHIS, TN 38134",Mid-Atlantic Region,SHELBY,Western Tennessee,Male,38134
3001,FCI MENDOTA,1146,Not Suspended,2023-11-22 10:05:47 PST,"33500 WEST CALIFORNIA AVENUE, MENDOTA, CA 93640",Western Region,FRESNO,Eastern District of California,Male,93640
3002,FCI MIAMI,976,Not Suspended,2023-11-22 10:06:03 PST,"15801 S.W. 137TH AVENUE, MIAMI, FL 33177",Southeast Region,Miami-Dade,Southern Florida,Male,33177
3003,FDC MIAMI,964,Not Suspended,2023-11-22 10:06:18 PST,"33 NE 4TH STREET, MIAMI, FL 33132",Southeast Region,Miami-Dade,Southern Florida,Male and Female,33132
3004,FCI MILAN,1563,Not Suspended,2023-11-22 10:06:34 PST,"4004 EAST ARKONA ROAD, MILAN, MI 48160",North Central Region,WASHTENAW,Eastern Michigan,Male,48160
3005,FPC MONTGOMERY,562,Not Suspended,2023-11-22 10:06:49 PST,"MAXWELL AIR FORCE BASE, MONTGOMERY, AL 36112",Southeast Region,MONTGOMERY,Middle Alabama,Male,36112
3006,FCI MORGANTOWN,458,Not Suspended,2023-11-22 10:07:05 PST,"446 GREENBAG ROAD, ROUTE 857, MORGANTOWN, WV 26501",Mid-Atlantic Region,Monongalia,Northern West Virginia,Male,26501
3007,MCC NEW YORK,0,Suspended,2023-11-22 10:07:20 PST,"150 PARK ROW, NEW YORK, NY 10007",Northeast Region,New York,Southern New York,Male,10007
3008,FCI OAKDALE II,1165,Not Suspended,2023-11-22 10:07:36 PST,"2105 EAST WHATLEY ROAD, OAKDALE, LA 71463",South Central Region,ALLEN,Western Louisiana,Male,71463
3009,FCI OAKDALE I,804,Not Suspended,2023-11-22 10:07:51 PST,"1507 EAST WHATLEY ROAD, OAKDALE, LA 71463",South Central Region,ALLEN,Western Louisiana,Male,71463
