title,population,operation_level,gender,judicial_district,county,bop_region,full_address,visiting_status,datetime_of_data
FCI BUTNER LOW,952,,Male,Eastern North Carolina,GRANVILLE,Mid-Atlantic Region,"OLD NC HWY 75, BUTNER, NC 27509",Not Suspended,2023-12-11 08:46:50 PST
FCI BUTNER MEDIUM I,875,,Male,Eastern North Carolina,GRANVILLE,Mid-Atlantic Region,"OLD NC HWY 75, BUTNER, NC 27509",Not Suspended,2023-12-11 08:47:05 PST
FMC BUTNER,843,,Male,Eastern North Carolina,Granville,Mid-Atlantic Region,"OLD N. CAROLINA HWY 75, BUTNER, NC 27509",Not Suspended,2023-12-11 08:47:20 PST
USP CANAAN,1282,,Male,Middle Pennsylvania,WAYNE,Northeast Region,"3057 ERIC J. WILLIAMS, WAYMART, PA 18472",Suspended,2023-12-11 08:47:36 PST
FMC CARSWELL,984,,Female,Northern Texas,TARRANT,South Central Region,"NAVAL AIR STATION, FORT WORTH, TX 76127",Not Suspended,2023-12-11 08:47:51 PST
MCC CHICAGO,494,,Male and Female,Northern Illinois,COOK,North Central Region,"71 WEST VAN BUREN STREET, CHICAGO, IL 60605",Not Suspended,2023-12-11 08:48:10 PST
FCI COLEMAN LOW,2020,,Male,Middle Florida,SUMTER,Southeast Region,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Suspended,2023-12-11 08:48:25 PST
FCI COLEMAN MEDIUM,1558,,Male,Middle Florida,SUMTER,Southeast Region,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Not Suspended,2023-12-11 08:48:41 PST
USP COLEMAN II,1200,,Male,Middle Florida,SUMTER,Southeast Region,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Not Suspended,2023-12-11 08:48:56 PST
USP COLEMAN I,1399,,Male,Middle Florida,SUMTER,Southeast Region,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Not Suspended,2023-12-11 08:49:12 PST
FCI CUMBERLAND,1049,,Male,Maryland,Allegany,Mid-Atlantic Region,"14601 BURBRIDGE RD SE, CUMBERLAND, MD 21502",Not Suspended,2023-12-11 08:49:27 PST
FCI DANBURY,951,,Male and Female,Connecticut,FAIRFIELD,Northeast Region,"33 1/2 PEMBROKE STATION, DANBURY, CT 06811",Suspended,2023-12-11 08:49:43 PST
FMC DEVENS,892,,Male,Massachusetts,MIDDLESEX,Northeast Region,"42 PATTON ROAD, AYER, MA 01432",Not Suspended,2023-12-11 08:49:58 PST
FCI DUBLIN,719,,Female,Northern California,Alameda,Western Region,"5701 8TH ST - CAMP PARKS, DUBLIN, CA 94568",Not Suspended,2023-12-11 08:50:14 PST
FPC DULUTH,433,,Male,Minnesota,SAINT LOUIS,North Central Region,"4464 RALSTON DRIVE, DULUTH, MN 55811",Not Suspended,2023-12-11 08:50:29 PST
FCI EDGEFIELD,1978,,Male,South Carolina,Edgefield,Southeast Region,"501 GARY HILL ROAD, EDGEFIELD, SC 29824",Not Suspended,2023-12-11 08:50:44 PST
FCI EL RENO,1233,,Male,Western Oklahoma,CANADIAN,South Central Region,"4205 HIGHWAY 66 WEST, EL RENO, OK 73036",Not Suspended,2023-12-11 08:51:00 PST
FCI ELKTON,1947,,Male,Northern Ohio,COLUMBIANA,Northeast Region,"8730 SCROGGS ROAD, LISBON, OH 44432",Not Suspended,2023-12-11 08:51:15 PST
FCI ENGLEWOOD,905,,Male,Colorado,JEFFERSON,North Central Region,"9595 WEST QUINCY AVENUE, LITTLETON, CO 80123",Not Suspended,2023-12-11 08:51:31 PST
FCI ESTILL,58,,Male,South Carolina,HAMPTON,Southeast Region,"100 PRISON ROAD, ESTILL, SC 29918",Not Suspended,2023-12-11 08:51:46 PST
FCI FAIRTON,820,,Male,New Jersey,Cumberland,Northeast Region,"655 FAIRTON-MILLVILLE ROAD, FAIRTON, NJ 08320",Not Suspended,2023-12-11 08:52:01 PST
FCI FLORENCE,1263,,Male,Colorado,Fremont,North Central Region,"5880 HWY 67 SOUTH, FLORENCE, CO 81226",Not Suspended,2023-12-11 08:52:17 PST
USP FLORENCE ADMAX,333,,Male,Colorado,Fremont,North Central Region,"5880 HWY 67 SOUTH, FLORENCE, CO 81226",Not Suspended,2023-12-11 08:52:32 PST
USP FLORENCE - HIGH,970,,Male,Colorado,Fremont,North Central Region,"5880 HWY 67 S, FLORENCE, CO 81226",Not Suspended,2023-12-11 08:52:47 PST
FCI FORREST CITY MEDIUM,1689,,Male,Eastern Arkansas,SAINT FRANCIS,South Central Region,"1400 DALE BUMPERS ROAD, FORREST CITY, AR 72335",Not Suspended,2023-12-11 08:53:02 PST
FCI FORREST CITY LOW,1773,,Male,Eastern Arkansas,SAINT FRANCIS,South Central Region,"1400 DALE BUMPERS ROAD, FORREST CITY, AR 72335",Not Suspended,2023-12-11 08:53:18 PST
FCI FORT DIX,3815,,Male,New Jersey,BURLINGTON,Northeast Region,"5756 HARTFORD &, JOINT BASE MDL, NJ 08640",Not Suspended,2023-12-11 08:53:34 PST
FMC FORT WORTH,1484,,Male,Northern Texas,Tarrant,South Central Region,"3150 HORTON ROAD, FORT WORTH, TX 76119",Not Suspended,2023-12-11 08:53:49 PST
FCI GILMER,1685,,Male,Northern West Virginia,GILMER,Mid-Atlantic Region,"201 FCI LANE, GLENVILLE, WV 26351",Not Suspended,2023-12-11 08:54:04 PST
FCI GREENVILLE,1250,,Male and Female,Southern Illinois,Bond,North Central Region,"100 U.S. HWY 40, GREENVILLE, IL 62246",Not Suspended,2023-12-11 08:54:20 PST
MDC GUAYNABO,1174,,Male and Female,"Puerto Rico, U.S. Virgin Islands",GUAYNABO,Southeast Region,"652 CARRETERA 28, GUAYNABO, PR 00965",Suspended,2023-12-11 08:54:35 PST
FCI HAZELTON,2058,,Male and Female,Northern District of West Virginia,PRESTON,Mid-Atlantic Region,"1640 SKY VIEW DRIVE, BRUCETON MILLS, WV 26525",Not Suspended,2023-12-11 08:54:50 PST
USP HAZELTON,1513,,Male,Northern District of West Virginia,PRESTON,Mid-Atlantic Region,"1640 SKY VIEW DRIVE, BRUCETON MILLS, WV 26525",Not Suspended,2023-12-11 08:55:06 PST
FCI HERLONG,1514,,Male,Eastern California,Lassen,Western Region,"741-925 ACCESS ROAD A-25, HERLONG, CA 96113",Not Suspended,2023-12-11 08:55:21 PST
FDC HONOLULU,290,,Male and Female,Hawaii,Honolulu,Western Region,"351 ELLIOTT ST, HONOLULU, HI 96819",Not Suspended,2023-12-11 08:55:37 PST
FDC HOUSTON,725,,Male and Female,Southern Texas,Harris,South Central Region,"1200 TEXAS AVENUE, HOUSTON, TX 77002",Not Suspended,2023-12-11 08:55:52 PST
FCI JESUP,1648,,Male,Southern Georgia,,Southeast Region,"2600 HIGHWAY 301 SOUTH, JESUP, GA 31599",Not Suspended,2023-12-11 08:56:07 PST
FCI LA TUNA,780,,Male,Western Texas,EL PASO,South Central Region,"8500 DONIPHAN ROAD, ANTHONY, TX 79821",Not Suspended,2023-12-11 08:56:23 PST
USP LEAVENWORTH,1992,,Male,Kansas,Leavenworth,North Central Region,"1300 METROPOLITAN, LEAVENWORTH, KS 66048",Not Suspended,2023-12-11 08:56:38 PST
USP LEE,1506,,Male,Western Virginia,Lee,Mid-Atlantic Region,"LEE COUNTY INDUSTRIAL PARK, PENNINGTON GAP, VA 24277",Not Suspended,2023-12-11 08:56:55 PST
USP LEWISBURG,980,,Male,Middle Pennsylvania,UNION,Northeast Region,"2400 ROBERT F. MILLER DRIVE, LEWISBURG, PA 17837",Not Suspended,2023-12-11 08:57:10 PST
FMC LEXINGTON,1299,,Male and Female,Eastern Kentucky,Fayette,Mid-Atlantic Region,"3301 LEESTOWN ROAD, LEXINGTON, KY 40511",Not Suspended,2023-12-11 08:57:26 PST
FCI LOMPOC,909,,Male,Central California,SANTA BARBARA,Western Region,"3600 GUARD ROAD, LOMPOC, CA 93436",Not Suspended,2023-12-11 08:57:41 PST
USP LOMPOC,2149,,Male,Central California,SANTA BARBARA,Western Region,"3901 KLEIN BLVD, LOMPOC, CA 93436",Not Suspended,2023-12-11 08:57:56 PST
FCI LORETTO,820,,Male,Western Pennsylvania,CAMBRIA,Northeast Region,"772 SAINT JOSEPH ST., LORETTO, PA 15940",Not Suspended,2023-12-11 08:58:12 PST
MDC LOS ANGELES,633,,Male and Female,Central California,Los Angeles,Western Region,"535 N ALAMEDA STREET, LOS ANGELES, CA 90012",Not Suspended,2023-12-11 08:58:30 PST
FCI MANCHESTER,1085,,Male,Eastern Kentucky,Clay,Mid-Atlantic Region,"805 FOX HOLLOW ROAD, MANCHESTER, KY 40962",Not Suspended,2023-12-11 08:58:45 PST
FCI MARIANNA,1208,,Male and Female,Northern Florida,Jackson,Southeast Region,"3625 FCI ROAD, MARIANNA, FL 32446",Not Suspended,2023-12-11 08:59:01 PST
USP MARION,1313,,Male,Southern Illinois,Williamson,North Central Region,"4500 PRISON ROAD, MARION, IL 62959",Not Suspended,2023-12-11 08:59:19 PST
USP MCCREARY,1636,,Male,Eastern Kentucky,McCreary,Mid-Atlantic Region,"330 FEDERAL WAY, PINE KNOT, KY 42635",Suspended,2023-12-11 08:59:35 PST
FCI MCDOWELL,1544,,Male,Southern West Virginia,MCDOWELL,Mid-Atlantic Region,"101 FEDERAL DRIVE, WELCH, WV 24801",Not Suspended,2023-12-11 08:59:50 PST
FCI MCKEAN,1138,,Male,Western Pennsylvania,MCKEAN,Northeast Region,"6975 ROUTE 59, LEWIS RUN, PA 16738",Not Suspended,2023-12-11 09:00:08 PST
FCI MEMPHIS,1090,,Male,Western Tennessee,SHELBY,Mid-Atlantic Region,"1101 JOHN A DENIE ROAD, MEMPHIS, TN 38134",Not Suspended,2023-12-11 09:00:24 PST
FCI MENDOTA,1116,,Male,Eastern District of California,FRESNO,Western Region,"33500 WEST CALIFORNIA AVENUE, MENDOTA, CA 93640",Suspended,2023-12-11 09:00:39 PST
FCI MIAMI,960,,Male,Southern Florida,Miami-Dade,Southeast Region,"15801 S.W. 137TH AVENUE, MIAMI, FL 33177",Not Suspended,2023-12-11 09:00:56 PST
FDC MIAMI,962,,Male and Female,Southern Florida,Miami-Dade,Southeast Region,"33 NE 4TH STREET, MIAMI, FL 33132",Not Suspended,2023-12-11 09:01:11 PST
FCI MILAN,1555,,Male,Eastern Michigan,WASHTENAW,North Central Region,"4004 EAST ARKONA ROAD, MILAN, MI 48160",Not Suspended,2023-12-11 09:01:27 PST
FPC MONTGOMERY,581,,Male,Middle Alabama,MONTGOMERY,Southeast Region,"MAXWELL AIR FORCE BASE, MONTGOMERY, AL 36112",Not Suspended,2023-12-11 09:01:45 PST
FCI MORGANTOWN,444,,Male,Northern West Virginia,Monongalia,Mid-Atlantic Region,"446 GREENBAG ROAD, ROUTE 857, MORGANTOWN, WV 26501",Not Suspended,2023-12-11 09:02:00 PST
MCC NEW YORK,0,,Male,Southern New York,New York,Northeast Region,"150 PARK ROW, NEW YORK, NY 10007",Suspended,2023-12-11 09:02:15 PST
FCI OAKDALE II,1141,,Male,Western Louisiana,ALLEN,South Central Region,"2105 EAST WHATLEY ROAD, OAKDALE, LA 71463",Not Suspended,2023-12-11 09:02:33 PST
FCI OAKDALE I,801,,Male,Western Louisiana,ALLEN,South Central Region,"1507 EAST WHATLEY ROAD, OAKDALE, LA 71463",Not Suspended,2023-12-11 09:02:49 PST
FTC OKLAHOMA CITY,1373,,Male and Female,Western Oklahoma,OKLAHOMA,South Central Region,"7410 S. MACARTHUR BLVD, OKLAHOMA CITY, OK 73169",Not Suspended,2023-12-11 09:03:04 PST
FCI OTISVILLE,1056,,Male,Southern New York,ORANGE,Northeast Region,"TWO MILE DRIVE, OTISVILLE, NY 10963",Not Suspended,2023-12-11 09:03:23 PST
FCI OXFORD,993,,Male,Western Wisconsin,ADAMS,North Central Region,"COUNTY ROAD G & ELK AVENUE, OXFORD, WI 53952",Not Suspended,2023-12-11 09:03:39 PST
FCI PEKIN,1290,,Male and Female,Central Illinois,TAZEWELL,North Central Region,"2600 S. SECOND ST., PEKIN, IL 61554",Not Suspended,2023-12-11 09:03:54 PST
FPC PENSACOLA,492,,Male,Northern Florida,ESCAMBIA,Southeast Region,"110 RABY AVE, PENSACOLA, FL 32509",Not Suspended,2023-12-11 09:04:12 PST
FCI PETERSBURG MEDIUM,1659,,Male,Eastern Virginia,Hopewell City,Mid-Atlantic Region,"1060 RIVER ROAD, HOPEWELL, VA 23860",Not Suspended,2023-12-11 09:04:27 PST
FCI PETERSBURG LOW,681,,Male,Eastern Virginia,Hopewell City,Mid-Atlantic Region,"1100 RIVER ROAD, HOPEWELL, VA 23860",Not Suspended,2023-12-11 09:04:43 PST
FDC PHILADELPHIA,963,,Male and Female,Eastern Pennsylvania,Philadelphia,Northeast Region,"700 ARCH STREET, PHILADELPHIA, PA 19106",Not Suspended,2023-12-11 09:05:00 PST
FCI PHOENIX,1193,,Male and Female,Arizona,Maricopa,Western Region,"37900 N 45TH AVE, PHOENIX, AZ 85086",Not Suspended,2023-12-11 09:05:15 PST
FCI POLLOCK,1529,,Male,Western Louisiana,GRANT,South Central Region,"1000 AIRBASE ROAD, POLLOCK, LA 71467",Not Suspended,2023-12-11 09:05:30 PST
USP POLLOCK,1043,,Male,Western Louisiana,Grant,South Central Region,"1000 AIRBASE ROAD, POLLOCK, LA 71467",Not Suspended,2023-12-11 09:05:48 PST
FCI RAY BROOK,683,,Male,Northern New York,Essex,Northeast Region,"128 RAY BROOK ROAD, RAY BROOK, NY 12977",Not Suspended,2023-12-11 09:06:04 PST
FMC ROCHESTER,585,,Male,Minnesota,OLMSTED,North Central Region,"2110 EAST CENTER STREET, ROCHESTER, MN 55904",Not Suspended,2023-12-11 09:06:19 PST
FCI SAFFORD,652,,Male,Arizona,Graham,Western Region,"1529 WEST HIGHWAY 366, SAFFORD, AZ 85546",Not Suspended,2023-12-11 09:06:37 PST
MCC SAN DIEGO,724,,Male and Female,Southern California,San Diego,Western Region,"808 UNION STREET, SAN DIEGO, CA 92101",Not Suspended,2023-12-11 09:06:52 PST
FCI SANDSTONE,1122,,Male,Minnesota,Pine,North Central Region,"2300 COUNTY RD 29, SANDSTONE, MN 55072",Suspended,2023-12-11 09:07:08 PST
FCI SCHUYLKILL,1025,,Male,Middle Pennsylvania,SCHUYLKILL,Northeast Region,"INTERSTATE 81 & 901 W, MINERSVILLE, PA 17954",Not Suspended,2023-12-11 09:07:26 PST
FCI SEAGOVILLE,1739,,Male,Northern Texas,Dallas,South Central Region,"2113 NORTH HWY 175, SEAGOVILLE, TX 75159",Not Suspended,2023-12-11 09:07:41 PST
FDC SEATAC,793,,Male and Female,Western Washington,King,Western Region,"2425 SOUTH 200TH STREET, SEATTLE, WA 98198",Not Suspended,2023-12-11 09:07:56 PST
FCI SHERIDAN,1638,,Male,Oregon,YAMHILL,Western Region,"27072 BALLSTON ROAD, SHERIDAN, OR 97378",Not Suspended,2023-12-11 09:08:14 PST
MCFP SPRINGFIELD,939,,Male,Western Missouri,GREENE,North Central Region,"1900 W. SUNSHINE ST, SPRINGFIELD, MO 65807",Not Suspended,2023-12-11 09:08:30 PST
FCI TALLADEGA,1137,,Male,Northern Alabama,Talladega,Southeast Region,"565 EAST RENFROE ROAD, TALLADEGA, AL 35160",Not Suspended,2023-12-11 09:08:45 PST
FCI TALLAHASSEE,979,,Male and Female,Northern Florida,Leon,Southeast Region,"501 CAPITAL CIRCLE, NE, TALLAHASSEE, FL 32301",Not Suspended,2023-12-11 09:09:02 PST
FCI TERMINAL ISLAND,934,,Male,Central California,LOS ANGELES,Western Region,"1299 SEASIDE AVENUE, SAN PEDRO, CA 90731",Not Suspended,2023-12-11 09:09:17 PST
FCI TERRE HAUTE,1477,,Male,Southern Indiana,VIGO,North Central Region,"4200 BUREAU ROAD NORTH, TERRE HAUTE, IN 47808",Not Suspended,2023-12-11 09:09:35 PST
USP TERRE HAUTE,1136,,Male,Southern Indiana,VIGO,North Central Region,"4700 BUREAU ROAD SOUTH, TERRE HAUTE, IN 47802",Not Suspended,2023-12-11 09:09:51 PST
FCI TEXARKANA,1219,,Male,Eastern Texas,Bowie,South Central Region,"4001 LEOPARD DRIVE, TEXARKANA, TX 75501",Not Suspended,2023-12-11 09:10:08 PST
FCI THOMSON,1607,,Male,Northern District of Illinois,CARROLL,North Central Region,"1100 ONE MILE ROAD, THOMSON, IL 61285",Not Suspended,2023-12-11 09:10:24 PST
FCI THREE RIVERS,1307,,Male,Southern Texas,Live Oak,South Central Region,"US HIGHWAY 72 WEST, THREE RIVERS, TX 78071",Not Suspended,2023-12-11 09:10:41 PST
FCI TUCSON,362,,Male and Female,Arizona,PIMA,Western Region,"8901 S. WILMOT ROAD, TUCSON, AZ 85756",Suspended,2023-12-11 09:10:56 PST
USP TUCSON,1367,,Male,Arizona,PIMA,Western Region,"9300 SOUTH WILMOT ROAD, TUCSON, AZ 85756",Not Suspended,2023-12-11 09:11:13 PST
FCI VICTORVILLE MEDIUM I,1661,,Male and Female,Central California,SAN BERNARDINO,Western Region,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Not Suspended,2023-12-11 09:11:28 PST
FCI VICTORVILLE MEDIUM II,1361,,Male,Central California,SAN BERNARDINO,Western Region,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Not Suspended,2023-12-11 09:11:45 PST
USP VICTORVILLE,1232,,Male,Central California,San Bernardino,Western Region,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Not Suspended,2023-12-11 09:12:00 PST
FCI WASECA,743,,Female,Minnesota,Waseca,North Central Region,"1000 UNIVERSITY DR, SW, WASECA, MN 56093",Not Suspended,2023-12-11 09:12:17 PST
FCI WILLIAMSBURG,1351,,Male,South Carolina,Williamsburg,Southeast Region,"8301 HIGHWAY 521, SALTERS, SC 29590",Not Suspended,2023-12-11 09:12:32 PST
FPC YANKTON,432,,Male,South Dakota,Yankton,North Central Region,"1016 DOUGLAS AVENUE, YANKTON, SD 57078",Not Suspended,2023-12-11 09:12:48 PST
FCI YAZOO CITY MEDIUM,1391,,Male,Southern Mississippi,YAZOO,Southeast Region,"2225 HALEY BARBOUR PARKWAY, YAZOO CITY, MS 39194",Not Suspended,2023-12-11 09:13:04 PST
FCI YAZOO CITY LOW,1458,,Male,Southern Mississippi,YAZOO,Southeast Region,"2225 HALEY BARBOUR PARKWAY, YAZOO CITY, MS 39194",Not Suspended,2023-12-11 09:13:20 PST
USP YAZOO CITY,1521,,Male,Southern Mississippi,YAZOO,Southeast Region,"2225 HALEY BARBOUR PKWY, YAZOO CITY, MS 39194",Not Suspended,2023-12-11 09:13:35 PST
FPC ALDERSON,713,,Female,Southern West Virginia,GREENBRIER,Mid-Atlantic Region,"GLEN RAY RD. BOX A, ALDERSON, WV 24910",Not Suspended,2023-12-29 11:17:21 PST
FCI ALICEVILLE,1610,,Female,Northern District of Alabama,PICKENS,Southeast Region,"11070 HIGHWAY 14, ALICEVILLE, AL 35442",Not Suspended,2023-12-29 11:17:37 PST
FCI ALLENWOOD LOW,1028,,Male,Middle Pennsylvania,UNION,Northeast Region,"RT 15,2 MILES N OF ALLENWOOD, ALLENWOOD, PA 17810",Not Suspended,2023-12-29 11:17:53 PST
FCI ALLENWOOD MEDIUM,1301,,Male,Middle Pennsylvania,Union,Northeast Region,"RT 15, 2 MI N OF ALLENWOOD, WHITE DEER, PA 17810",Not Suspended,2023-12-29 11:18:08 PST
USP ALLENWOOD,286,,Male,Middle Pennsylvania,Union,Northeast Region,"RT 15,2 MILES N OF ALLENWOOD, ALLENWOOD, PA 17810",Not Suspended,2023-12-29 11:18:24 PST
FCI ASHLAND,1303,,Male,Eastern Kentucky,BOYD,Mid-Atlantic Region,"ST. ROUTE 716, ASHLAND, KY 41105",Not Suspended,2023-12-29 11:18:39 PST
USP ATLANTA,1887,,Male,Northern Georgia,FULTON,Southeast Region,"601 MCDONOUGH BLVD SE, ATLANTA, GA 30315",Not Suspended,2023-12-29 11:18:54 PST
USP ATWATER,1159,,Male,Eastern California,MERCED,Western Region,"1 FEDERAL WAY, ATWATER, CA 95301",Not Suspended,2023-12-29 11:19:10 PST
FCI BASTROP,1111,,Male,Western Texas,Bastrop,South Central Region,"1341 HIGHWAY 95 NORTH, BASTROP, TX 78602",Not Suspended,2023-12-29 11:19:25 PST
FCI BEAUMONT LOW,2021,,Male,Eastern Texas,Jefferson,South Central Region,"5560 KNAUTH ROAD, BEAUMONT, TX 77705",Suspended,2023-12-29 11:19:41 PST
FCI BEAUMONT MEDIUM,1670,,Male,Eastern Texas,Jefferson,South Central Region,"5830 KNAUTH ROAD, BEAUMONT, TX 77705",Suspended,2023-12-29 11:19:56 PST
USP BEAUMONT,1078,,Male,Eastern Texas,Jefferson,South Central Region,"6200 KNAUTH ROAD, BEAUMONT, TX 77705",Suspended,2023-12-29 11:20:11 PST
FCI BECKLEY,1693,,Male,Southern West Virginia,Raleigh,Mid-Atlantic Region,"1600 INDUSTRIAL ROAD, BEAVER, WV 25813",Not Suspended,2023-12-29 11:20:27 PST
FCI BENNETTSVILLE,1608,,Male,South Carolina,Marlboro,Southeast Region,"696 MUCKERMAN ROAD, BENNETTSVILLE, SC 29512",Not Suspended,2023-12-29 11:20:42 PST
FCI BERLIN,771,,Male,District of New Hampshire,COOS COUNTY,Northeast Region,"1 SUCCESS LOOP ROAD, BERLIN, NH 03570",Not Suspended,2023-12-29 11:20:58 PST
USP BIG SANDY,1373,,Male,Eastern Kentucky,Martin,Mid-Atlantic Region,"1197 AIRPORT ROAD, INEZ, KY 41224",Not Suspended,2023-12-29 11:21:13 PST
FCI BIG SPRING,1079,,Male,Northern Texas,HOWARD,South Central Region,"1900 SIMLER AVE, BIG SPRING, TX 79720",Not Suspended,2023-12-29 11:21:28 PST
MDC BROOKLYN,1544,,Male and Female,Eastern New York,KINGS,Northeast Region,"80 29TH STREET, BROOKLYN, NY 11232",Not Suspended,2023-12-29 11:21:44 PST
FPC BRYAN,689,,Female,Southern Texas,BRAZOS,South Central Region,"1100 URSULINE AVENUE, BRYAN, TX 77803",Not Suspended,2023-12-29 11:21:59 PST
FCI BUTNER MEDIUM II,1457,,Male,Eastern North Carolina,GRANVILLE,Mid-Atlantic Region,"OLD NC HWY 75, BUTNER, NC 27509",Not Suspended,2023-12-29 11:22:15 PST
FCI BUTNER LOW,958,,Male,Eastern North Carolina,GRANVILLE,Mid-Atlantic Region,"OLD NC HWY 75, BUTNER, NC 27509",Not Suspended,2023-12-29 11:22:30 PST
FCI BUTNER MEDIUM I,887,,Male,Eastern North Carolina,GRANVILLE,Mid-Atlantic Region,"OLD NC HWY 75, BUTNER, NC 27509",Not Suspended,2023-12-29 11:22:46 PST
FMC BUTNER,845,,Male,Eastern North Carolina,Granville,Mid-Atlantic Region,"OLD N. CAROLINA HWY 75, BUTNER, NC 27509",Not Suspended,2023-12-29 11:23:01 PST
USP CANAAN,1279,,Male,Middle Pennsylvania,WAYNE,Northeast Region,"3057 ERIC J. WILLIAMS, WAYMART, PA 18472",Suspended,2023-12-29 11:23:17 PST
FMC CARSWELL,982,,Female,Northern Texas,TARRANT,South Central Region,"NAVAL AIR STATION, FORT WORTH, TX 76127",Not Suspended,2023-12-29 11:23:32 PST
MCC CHICAGO,497,,Male and Female,Northern Illinois,COOK,North Central Region,"71 WEST VAN BUREN STREET, CHICAGO, IL 60605",Not Suspended,2023-12-29 11:23:47 PST
FCI COLEMAN LOW,2009,,Male,Middle Florida,SUMTER,Southeast Region,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Suspended,2023-12-29 11:24:03 PST
FCI COLEMAN MEDIUM,1559,,Male,Middle Florida,SUMTER,Southeast Region,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Not Suspended,2023-12-29 11:24:18 PST
USP COLEMAN II,1192,,Male,Middle Florida,SUMTER,Southeast Region,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Not Suspended,2023-12-29 11:24:33 PST
USP COLEMAN I,1392,,Male,Middle Florida,SUMTER,Southeast Region,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Not Suspended,2023-12-29 11:24:49 PST
FCI CUMBERLAND,1033,,Male,Maryland,Allegany,Mid-Atlantic Region,"14601 BURBRIDGE RD SE, CUMBERLAND, MD 21502",Not Suspended,2023-12-29 11:25:04 PST
FCI DANBURY,997,,Male and Female,Connecticut,FAIRFIELD,Northeast Region,"33 1/2 PEMBROKE STATION, DANBURY, CT 06811",Not Suspended,2023-12-29 11:25:20 PST
FMC DEVENS,894,,Male,Massachusetts,MIDDLESEX,Northeast Region,"42 PATTON ROAD, AYER, MA 01432",Not Suspended,2023-12-29 11:25:35 PST
FCI DUBLIN,710,,Female,Northern California,Alameda,Western Region,"5701 8TH ST - CAMP PARKS, DUBLIN, CA 94568",Not Suspended,2023-12-29 11:25:51 PST
FPC DULUTH,429,,Male,Minnesota,SAINT LOUIS,North Central Region,"4464 RALSTON DRIVE, DULUTH, MN 55811",Not Suspended,2023-12-29 11:26:06 PST
FCI EDGEFIELD,2002,,Male,South Carolina,Edgefield,Southeast Region,"501 GARY HILL ROAD, EDGEFIELD, SC 29824",Not Suspended,2023-12-29 11:26:21 PST
FCI EL RENO,1223,,Male,Western Oklahoma,CANADIAN,South Central Region,"4205 HIGHWAY 66 WEST, EL RENO, OK 73036",Not Suspended,2023-12-29 11:26:37 PST
FCI ELKTON,1930,,Male,Northern Ohio,COLUMBIANA,Northeast Region,"8730 SCROGGS ROAD, LISBON, OH 44432",Not Suspended,2023-12-29 11:26:52 PST
FCI ENGLEWOOD,909,,Male,Colorado,JEFFERSON,North Central Region,"9595 WEST QUINCY AVENUE, LITTLETON, CO 80123",Not Suspended,2023-12-29 11:27:07 PST
FCI ESTILL,58,,Male,South Carolina,HAMPTON,Southeast Region,"100 PRISON ROAD, ESTILL, SC 29918",Not Suspended,2023-12-29 11:27:23 PST
FCI FAIRTON,809,,Male,New Jersey,Cumberland,Northeast Region,"655 FAIRTON-MILLVILLE ROAD, FAIRTON, NJ 08320",Not Suspended,2023-12-29 11:27:38 PST
FCI FLORENCE,1257,,Male,Colorado,Fremont,North Central Region,"5880 HWY 67 SOUTH, FLORENCE, CO 81226",Not Suspended,2023-12-29 11:27:54 PST
USP FLORENCE ADMAX,334,,Male,Colorado,Fremont,North Central Region,"5880 HWY 67 SOUTH, FLORENCE, CO 81226",Not Suspended,2023-12-29 11:28:09 PST
USP FLORENCE - HIGH,962,,Male,Colorado,Fremont,North Central Region,"5880 HWY 67 S, FLORENCE, CO 81226",Suspended,2023-12-29 11:28:25 PST
FCI FORREST CITY MEDIUM,1680,,Male,Eastern Arkansas,SAINT FRANCIS,South Central Region,"1400 DALE BUMPERS ROAD, FORREST CITY, AR 72335",Not Suspended,2023-12-29 11:28:40 PST
FCI FORREST CITY LOW,1767,,Male,Eastern Arkansas,SAINT FRANCIS,South Central Region,"1400 DALE BUMPERS ROAD, FORREST CITY, AR 72335",Not Suspended,2023-12-29 11:28:56 PST
FCI FORT DIX,3823,,Male,New Jersey,BURLINGTON,Northeast Region,"5756 HARTFORD &, JOINT BASE MDL, NJ 08640",Not Suspended,2023-12-29 11:29:11 PST
